difficulty,pred_v1,pred_v2,abs_err_v1,abs_err_v2,delta_abs_err_v2_minus_v1
22.0,22.01,22.15068584810977,0.010000000000001563,0.15068584810977015,0.14068584810976859
21.0,20.96,20.846952081065453,0.03999999999999915,0.15304791893454706,0.11304791893454791
22.0,22.17,22.32607451716837,0.1700000000000017,0.32607451716836877,0.15607451716836707
22.0,21.95,21.98119759920803,0.05000000000000071,0.018802400791969376,-0.031197599208031335
22.0,21.88,21.951431241546803,0.120000000000001,0.04856875845319664,-0.07143124154680436
22.0,22.23,22.575260206146712,0.23000000000000043,0.5752602061467122,0.3452602061467118
22.0,21.99,22.089611342715923,0.010000000000001563,0.08961134271592286,0.0796113427159213
22.0,21.83,22.039930880346844,0.1700000000000017,0.03993088034684433,-0.13006911965315737
22.0,21.96,21.89415913801905,0.03999999999999915,0.10584086198095122,0.06584086198095207
22.0,21.74,21.874787293887024,0.26000000000000156,0.12521270611297552,-0.13478729388702604
22.0,21.92,21.985398977326543,0.0799999999999983,0.014601022673456754,-0.06539897732654154
22.0,21.72,21.82446162633369,0.28000000000000114,0.17553837366630987,-0.10446162633369127
22.0,22.22,22.042992958026723,0.21999999999999886,0.04299295802672276,-0.1770070419732761
22.0,21.72,21.655938860747998,0.28000000000000114,0.3440611392520019,0.06406113925200074
22.0,22.1,22.05088009258683,0.10000000000000142,0.05088009258683002,-0.049119907413171404
22.0,21.92,21.97392156766969,0.0799999999999983,0.026078432330308488,-0.05392156766968981
23.0,23.32,23.11771219058292,0.3200000000000003,0.11771219058292104,-0.20228780941707925
23.0,23.04,23.036484836469,0.03999999999999915,0.03648483646900047,-0.0035151635309986773
23.0,22.96,23.10560068418047,0.03999999999999915,0.10560068418046953,0.06560068418047038
23.0,22.96,22.61039223391224,0.03999999999999915,0.38960776608776015,0.349607766087761
23.0,23.02,23.145869692608777,0.019999999999999574,0.1458696926087768,0.12586969260877723
23.0,22.86,22.90431273071263,0.14000000000000057,0.09568726928737092,-0.044312730712629644
23.0,22.93,22.641580837604618,0.07000000000000028,0.3584191623953821,0.2884191623953818
23.0,23.0,23.193366416585885,0.0,0.19336641658588505,0.19336641658588505
23.0,22.85,22.98369975783183,0.14999999999999858,0.016300242168171053,-0.13369975783182753
24.0,24.05,24.192706775209388,0.05000000000000071,0.19270677520938762,0.1427067752093869
24.0,23.98,24.009636377411177,0.019999999999999574,0.009636377411176511,-0.010363622588823063
24.0,23.67,23.94477754753683,0.3299999999999983,0.0552224524631697,-0.2747775475368286
24.0,23.89,23.8030125603713,0.10999999999999943,0.1969874396286997,0.08698743962870026
24.0,24.02,24.309526626160626,0.019999999999999574,0.30952662616062554,0.28952662616062597
24.0,24.02,23.915931622095094,0.019999999999999574,0.08406837790490584,0.06406837790490627
24.0,23.76,23.945356178124015,0.23999999999999844,0.0546438218759846,-0.18535617812401384
24.0,23.74,24.048267580777356,0.26000000000000156,0.048267580777356045,-0.21173241922264552
24.0,23.86,23.752808869871757,0.14000000000000057,0.24719113012824323,0.10719113012824266
25.0,25.01,25.045894068776793,0.010000000000001563,0.04589406877679281,0.035894068776791244
25.0,25.22,25.180715000303962,0.21999999999999886,0.18071500030396237,-0.03928499969603649
25.0,24.95,24.892280366867237,0.05000000000000071,0.10771963313276345,0.05771963313276274
25.0,25.07,25.00351313919882,0.07000000000000028,0.0035131391988194594,-0.06648686080118082
25.0,24.71,24.76277752666951,0.28999999999999915,0.2372224733304904,-0.052777526669508745
25.0,24.97,24.98075879074159,0.030000000000001137,0.019241209258410663,-0.010758790741590474
25.0,24.77,24.628041038659862,0.23000000000000043,0.3719589613401375,0.14195896134013708
25.0,24.98,25.02926808354849,0.019999999999999574,0.029268083548490864,0.00926808354849129
25.0,25.17,25.24538645773692,0.1700000000000017,0.24538645773692025,0.07538645773691854
25.0,25.26,25.391387323131294,0.26000000000000156,0.3913873231312941,0.13138732313129253
26.0,26.41,26.74960271501882,0.41000000000000014,0.7496027150188205,0.33960271501882033
26.0,25.74,25.630091609087376,0.26000000000000156,0.36990839091262373,0.10990839091262217
26.0,25.93,25.762826800275036,0.07000000000000028,0.23717319972496398,0.1671731997249637
26.0,26.01,25.84153877800285,0.010000000000001563,0.1584612219971504,0.14846122199714884
26.0,26.0,26.03410148137234,0.0,0.03410148137233904,0.03410148137233904
26.0,26.19,26.33592597845762,0.19000000000000128,0.3359259784576203,0.145925978457619
